timestamp,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),temperature [°C],Solar:ElectricityProduced [kW](Hourly),Class,theft,transaction_id,node_id
2023-02-01 00:00:00,10.0,1.5483332855273013,0.0,0.8564606065730247,0.7071653377340178,3.283994645619548,73.15,18.31672175662411,17.50044045025069,35.25179535701938,18.95,0.0,Normal,Normal,0x2fd0536353fd475e,Node_2
2023-02-01 01:00:00,10.0,0.85966612177314,0.0,0.14744594277002704,0.3906038964950849,1.2349752712621134,76.8,4.052153172603906,23.998455490748718,48.30272909882491,20.82,0.0,Normal,Normal,0xd0f6527bf8714492,Node_2
2023-02-01 02:00:00,10.0,0.7370451160581414,0.0,0.10095004374287515,0.3094499413524948,1.4958325307369582,71.04,3.084133673718647,14.629038139131234,45.313256691772104,21.44,0.0,Normal,Normal,0x9800d1ac44ac41a5,Node_2
2023-02-01 03:00:00,10.0,1.4609845590444648,0.0,0.11225284997911333,0.7061907270038288,4.232874251456262,50.0,2.172508509803736,6.85158058608375,21.547214043056474,21.63,0.0,Normal,Normal,0x5a0888f3951e4b09,Node_2
2023-02-01 04:00:00,10.0,0.5739595449808481,0.0,0.0,0.31736793245731426,1.2321074025880552,72.9,0.0,25.00574072104763,44.803017430345626,24.12,0.0,Normal,Normal,0xbaf6755442d442e6,Node_2
2023-02-01 05:00:00,10.0,1.7240596948587699,0.0,0.0,0.7119688367632985,3.700923925578425,50.0,0.0,10.271496261220335,20.663003285188797,22.07,0.73,Normal,Normal,0x204ba014678649b6,Node_2
2023-02-01 06:00:00,11.17,3.037171784784749,0.0,0.0,3.2119380597346647,3.9519097602000786,79.27,0.0,25.074093313441185,49.59292149393308,24.11,0.72,Normal,Normal,0xca76ee44d0b74dcb,Node_2
2023-02-01 07:00:00,11.21,1.7346947371104757,0.16595351871204442,0.0,3.331699280387538,5.476444921417467,68.46,0.0,21.20612255740902,45.29534552986861,26.47,0.0,Normal,Normal,0x6e69f66579af46f7,Node_2
2023-02-01 08:00:00,10.0,2.3551444189951503,0.12906067245017747,0.0,1.2080495183423208,3.2138615551521865,50.0,0.0,10.600521886787888,16.651848808946646,26.28,4.36,Normal,Normal,0x35bddbac052e47ee,Node_2
2023-02-01 09:00:00,10.0,1.0627266905109065,0.6516462914213806,0.0,0.7156432643725479,3.259761563601547,50.0,0.0,6.440208401794077,18.085623699378818,27.92,4.92,Normal,Normal,0x52c69c1e0327439c,Node_2
2023-02-01 10:00:00,10.0,1.2627534631611808,0.0,0.0,0.7008147926282986,3.8173990408801184,50.0,0.0,14.462446930362075,32.139045535433986,25.15,2.53,Normal,Normal,0xa1cf60aaab8c4b07,Node_2
2023-02-01 11:00:00,10.0,2.648767486674651,0.8682234829218382,0.0,1.2243975767888355,4.840294482444274,64.52,0.0,14.784009275757775,41.48865401475057,28.46,7.03,Normal,Normal,0xa9ed117d28564e9a,Node_2
2023-02-01 12:00:00,10.0,1.3234901235485015,0.7866356335157935,0.0,0.8494208097328448,3.783447190426506,50.0,0.0,14.25163042771615,22.64092222918883,29.05,0.76,Normal,Normal,0x393e343ed8164c9e,Node_2
2023-02-01 13:00:00,10.25,1.8218373310365261,1.670492292725015,0.0,1.0502873539248658,5.678796988017675,59.42,0.0,12.894188890421399,38.56371942300802,29.97,2.46,Normal,Normal,0x3146fd7e1c5b426f,Node_2
2023-02-01 14:00:00,10.0,1.7309230826395436,0.9725954485289535,0.0,0.63210437511999,3.86784792626413,50.0,0.0,15.019473345135507,28.47951503255032,28.81,6.06,Normal,Normal,0xa040c95a6b7a4593,Node_2
2023-02-01 15:00:00,13.01,2.3353256687883,1.2408096493332124,0.0,1.4654556954006352,6.700576650133218,59.59,0.0,22.702138348929154,32.375526882828346,29.64,1.34,Normal,Normal,0xb6aabf47deb740e0,Node_2
2023-02-01 16:00:00,10.0,1.5317106810879426,0.0,0.0,0.32569528888931293,2.632954307670683,50.0,0.0,12.915386845233646,18.412819486765123,25.77,3.9,Normal,Normal,0xd40ca1c6b7e94c6e,Node_2
2023-02-01 17:00:00,10.0,1.6048569708747127,0.7750907862858688,0.0,0.7694116915608099,3.2015029255795007,51.02,0.0,11.679596827109858,32.14260032828813,27.83,0.1,Normal,Normal,0x07b6d7db85bb4174,Node_2
2023-02-01 18:00:00,14.64,2.621314170744693,0.090335161944924,0.0,4.683011409396726,5.889891134599023,78.67,0.0,28.156051937668284,47.12034667778503,26.34,0.21,Normal,Normal,0xac9c6b79412a450e,Node_2
2023-02-01 19:00:00,13.95,1.924370080357929,0.0,0.0,4.86258229514546,5.715397692388324,50.0,0.0,5.690889565630186,20.570431754364183,24.18,0.11,Normal,Normal,0xf6c3e775d2f7494b,Node_2
2023-02-01 20:00:00,16.79,2.540863947720494,0.0,0.6439203466355147,6.116429975505525,6.821557362903138,50.0,9.988403243171408,6.5277065793052005,16.888878640412905,19.83,0.0,Normal,Normal,0x3105ce9e40d447fa,Node_2
2023-02-01 21:00:00,10.0,1.9985662578111762,0.0,0.2419667075316113,2.161505787621674,2.3061951864085155,57.71,7.8243742824071765,11.90304372327075,33.421044448608086,20.29,0.0,Normal,Normal,0x37b570bc2c484c8b,Node_2
2023-02-01 22:00:00,11.02,1.5606015005989429,0.0,0.5299614008314399,3.374164557560204,4.157009363543018,88.72,9.501300271105737,28.24993470292893,42.69871579288037,20.41,0.58,Normal,Normal,0x065c2d4fee074b50,Node_2
2023-02-01 23:00:00,10.0,0.6435501295941215,0.0,0.384584305806063,0.37655044094709617,1.6136124939081409,85.24,18.184427789087795,24.35235901241822,42.208921779807724,19.36,0.0,Normal,Normal,0x742553661e954fab,Node_2
2023-02-02 00:00:00,10.0,0.7920166141438817,0.0,0.3889114850324963,0.17709510230552636,1.5330720287428006,82.31,8.288440195560476,15.2309696859603,49.68781256727852,20.51,0.0,Normal,Normal,0x190a5f948c6143cf,Node_2
